Week,AXP,GE,HD,IBM
1.0,-0.0006448146381393994,-0.01071226272279059,-0.01763173311340387,0.004575818026112418
2.0,-0.028238453043560287,-0.04195280250319496,0.013920447509910658,-0.01759795221658341
3.0,-0.05034506032958555,-0.018472397635441572,-0.007368101847148423,-0.013225762219261916
4.0,-0.022581225275599873,0.03660974561256029,0.012028784654775986,-0.008305695587278743
5.0,-0.040911209871301736,-0.024396496306405446,-0.008481491735119147,-0.01675601227841024
6.0,0.052030321353363426,0.02643689693268108,0.04253170067227052,0.0221944594137356
7.0,-0.08477883978362699,0.02456334489169934,0.025803794615468265,0.0232099217961294
8.0,0.02203457515756659,0.002383791355273609,0.003123468694406474,0.020181510085378888
9.0,0.021682073437498808,0.030867854136021035,0.022902436759934548,-0.010502814353831566
10.0,-0.01593708448799246,-0.02217558289208877,-0.003314727389523967,-0.02184719562686473
11.0,0.003604951383703866,-0.015061719529409488,0.003401808854286748,-0.026473826939620748
12.0,0.025845029693223838,0.014274627792590863,0.02289847833134882,0.0536163133730061
13.0,-0.05902372739028316,-0.02189142148185174,-0.03190794229041498,-0.014226136571764207
14.0,0.022223009923361292,0.004016069654889304,0.006568311918537993,-0.001184354197968928
15.0,-0.0014047917123857336,0.1337317733485657,0.005918207003991569,0.01559534052149454
16.0,-0.028156519567970006,-0.04628628886042769,-0.027447183919739652,-0.012481625214686093
17.0,0.007851253407223233,-0.01517142883213652,0.013905719844426897,0.05421447282036295
18.0,-0.003853569315991052,0.017372456866713716,-0.03745957685334471,0.021557581510316448
19.0,0.01646600480272558,0.002561758034103693,0.02640387675066553,-0.004332386986095938
20.0,0.01532693320250532,-0.002561758034102448,0.00788417070652606,0.0028903424942849547
21.0,0.01275954133334933,0.014189796029220905,-0.010110054187981605,-0.005614902888150027
22.0,-0.019640158958684335,-0.014556297774206077,-0.007335871151862952,-0.014736247019473096
23.0,-0.0033951620164752,0.0007328692156510774,-0.009110242055923588,-0.013880873011112732
24.0,0.0018876240425227033,0.003656311203107487,0.001901055205227091,-0.0021527246249275073
25.0,0.007889340275315997,-0.006223706708356805,0.017659909450824015,-0.000958256047452196
26.0,-0.003123245714563132,-0.0047855788000105036,0.0004441878099078443,-0.00836371793819021
27.0,-0.02169255021409156,-0.012625492625627559,-0.0100871196736475,-0.003207555629282836
28.0,-0.011639628532827543,-0.018290318497010967,0.014606600980683036,0.012050516373031022
29.0,0.02428234322700476,0.034966636032141354,0.012040396808309789,0.03269901621877638
30.0,-0.042559614418793267,-0.05514992568540922,-0.007717305687053779,-0.07677789074016106
31.0,0.002500165786846695,0.014266677298481637,0.030176572248248927,0.01324357964410798
32.0,0.0462372960715797,-0.012714484514977139,-0.0012821062485372033,-0.04277984974919288
33.0,0.015430437247601982,0.011181917165196467,0.02391629604797981,0.003988939214445109
34.0,-0.04809227356170097,-0.0580158726554865,-0.030351600765641654,-0.04726634824022253
35.0,-0.007156363896758913,0.021705032142784533,0.011298588054097601,-0.0044528477299387555
36.0,-0.033055375620582986,-0.04722081969414721,-0.02569106815423212,-0.028323511703374576
37.0,0.018587150071783215,0.0400380274400781,0.0077421986487492276,0.02439396735154415
38.0,0.006865619785980373,-0.006025324515221045,-0.0017346058122081273,-0.018637058786812044
39.0,-0.012045946174539074,0.0052240424210645555,0.014135729257749828,0.005380065398197348
40.0,-0.009231452272745693,0.021412396190497576,0.007673326080574904,-0.0057259305833982175
41.0,0.038367371493336876,0.095702413580681,0.030035302463666036,0.05282111519002542
42.0,-0.0018125328628750097,0.032275631653333144,0.011554190897169098,-0.013411491610325997
43.0,-0.03413840571883503,0.018464925332809794,0.015601949395934003,-0.03851062279303972
44.0,-0.01799412685349867,-0.020230370408732642,-0.008457902125754195,-0.032098833298537924
45.0,0.014501846608405755,0.03503050601534121,0.017878377350196872,-0.01307583828953743
46.0,-0.042746836511550826,0.010297383798752124,-0.04709910375762846,-0.048450331840875674
47.0,0.016711153406697453,0.014110160271435811,0.08108011195077106,0.05032880938191178
48.0,-0.004290367109826828,-0.011799546931154016,0.03457208974360049,-0.0012278359131673872
49.0,-0.014107364349511035,0.00493340911795441,-0.0021539726826131124,0.014564234910417681
50.0,-0.031871222031011684,-0.007244022458235461,-0.03034653155780015,-0.04255961441879574
51.0,-0.014334017544352755,0.0016509827095026793,-0.0014573348696230656,0.0029684622910992886
52.0,0.026602339132279645,0.016036998909817263,0.02336625803450757,0.022349345693192482
53.0,-0.09125872225360586,-0.07971808504448424,-0.07422334035145245,-0.047638653499351494
54.0,-0.011379923662765452,0.0015810279973187888,-0.03836177024600233,-0.011926746881528852
55.0,-0.13400837808550972,-0.008638220307317184,0.02980483095645503,-0.05925077747881126
56.0,-0.028015101594467715,0.028279070672877014,0.022591413199335428,0.01739314971098846
57.0,0.008931953687896715,-0.017887079309249834,-0.07557313795194828,0.030487276703402677
58.0,-0.02513732057279658,-0.009684026732289876,-0.0011171745243065134,-0.060279484961385243
59.0,0.03838742241087371,0.02619322087693183,0.0451394022747408,0.09483685680513489
60.0,0.01217422140693942,0.013013882297512129,0.03703081114012067,-0.007997628262981489
61.0,0.05122105049212905,0.03543151372507847,-0.005559540965724658,0.04292568128689087
62.0,0.019876641809787782,-0.00427843338173443,0.022600276851212565,0.032169282933390275
63.0,0.029828226288042797,0.01894862312952552,0.02240537193786255,0.03334390819690393
64.0,-0.01248578730601208,0.0066123940632838935,-0.006722714394878493,0.005693000804585423
65.0,0.010361082739438839,0.026177428759706307,0.03331882788559426,0.030286184474919257
66.0,-0.026862832306679657,-0.03635604479028036,-0.009235876764989475,-0.020936235755896544
67.0,0.04341359141331459,0.007764516523879832,0.010051084132179831,0.015677217587230084
68.0,0.05920366916030598,-0.009064484207759288,0.004877337484204939,-0.021384420777843152
69.0,-0.0074598808307164595,0.0003251503849166547,-0.012835432363777054,-0.017388198742728903
70.0,-0.014313441750341894,-0.02069379149523279,0.012872291249534987,0.008935634640447034
71.0,-0.006063922802796792,-0.016565257902407853,-0.018713691818143613,0.0029834575967654167
72.0,-0.0034369663578639915,-0.0028723513876961915,-0.009887992402678139,-0.00305136700563971
73.0,0.025188691667913744,0.018607527064304217,0.015804061629152547,0.03699805420072299
74.0,-0.0006105938214443357,-0.0051619463549510865,-0.016638817890867484,0.0005888318401001931
75.0,-0.007971834337521654,0.003000502334477579,-0.02218475170473151,-0.003406935091259061
76.0,-0.049213526053941324,0.019123563333603037,-0.012890299964170798,-0.002957706977233984
77.0,-0.029867661574744766,-0.026138791702879957,-0.006785035891872574,-0.03530527108056933
78.0,0.011099260801699193,0.05447294730493128,0.02540290569333371,0.03780346447765494
79.0,0.012605552853464895,0.021978906718774754,0.035854827888471975,0.01388865933379278
80.0,0.03689041066299166,0.020289660058759797,0.0032708920033238213,0.034056949818984314
81.0,0.007497692105800747,-0.02495892924244231,0.01305087648237091,0.014229854598602293
82.0,0.0029523756974826924,-0.028804016960825362,0.01288274303853635,-0.008924140082824984
83.0,0.016542019824274307,0.004166005063898437,-0.01017598546948566,0.01777056697681822
84.0,-0.0022153479134047844,-0.0011199105242175995,-0.002544877770672062,-0.009648254288525879
85.0,0.002291651755342184,0.0004801152368757106,-0.0078833580265057,-0.011802112268931787
86.0,-0.011202449693176398,-0.0003200512109257372,-0.007855965697708689,-0.010616011004383823
87.0,0.006000479578218564,0.0012795907056261451,0.005638833757036937,0.007549579739603135
88.0,-0.0010743612421630216,-0.03745756253490067,-0.05638403276227435,-0.02461897067649547
89.0,-0.0229895182246986,-0.015047934843029966,-0.012920687116030737,-0.011825280767233303
90.0,0.0036858450542848562,0.007385062097463604,0.013311999975649875,0.007447497428437499
91.0,0.0025798396046454314,-0.009577490667713311,0.006939869562140152,0.024599762006564857
92.0,-0.036413912620427154,-0.018230337063609624,-0.0028792673873667823,-0.020093510013940063
93.0,-0.025753904306185488,-0.0069013386406918805,-0.01491744707405076,-0.007866947975423796
94.0,0.11300816677650632,0.0034566228679104158,0.001422812665923525,-0.03176749324621542
95.0,-0.013747975051960147,0.008589642230617972,-0.024062874108428185,0.019325551812216624
96.0,-0.014397460182660898,-0.027047418550812427,-0.021840465690385037,-0.0006556947320336897
97.0,0.07355174098716209,0.07546281592671322,0.07117375329507485,0.05636371857103434
98.0,0.00706616846305385,-9.280770596475918e-16,-0.011775779088133077,-0.005844697356857205
99.0,0.025719079386413775,0.023833656328419054,0.023033795752707448,0.019391702563000563
100.0,-0.013959179055382156,-0.0019114373452672857,-0.011412064265591555,-0.02126424539840952
101.0,0.039702370062326936,0.013618579440503157,0.026978345028979608,0.03956667738787194
102.0,0.003205130948948371,-0.0012590495840105811,0.01325805208815362,0.0012603152455944715
103.0,-0.0005334756061452003,0.003772403090540815,-0.0011104942840288851,-5.997900736439679e-05
104.0,-0.011674067501600776,-0.007559091111688233,-0.006390747766839083,-0.004147263645307435
157.0,0.03339685263429307,0.06356402060231259,0.014479555802547898,0.06380792193991378
105.0,0.0026511150204154713,-0.0018957351648986312,-0.005676316682615099,0.013955510197124979
106.0,0.014326327698001927,-0.008416087786342136,0.01109839703642449,-0.013716332965658027
107.0,-0.005758424497395093,-0.026991537578727222,0.004360848035789332,0.019654906937581935
108.0,0.00862524949968649,-0.01701817197477927,0.019789612196493583,0.03892078632866651
109.0,0.015237898144064111,-0.01089061614229852,-0.0027514317553308312,-0.00900575314327919
110.0,0.005495572652735982,0.0013468015503780711,0.013968115360335716,0.016309156393064426
111.0,0.015680645014761803,0.021305732677868176,0.02157313921797968,0.011160550571265599
112.0,0.000250909548423924,-0.005946499187725345,0.0206378515900998,0.0036191383970338034
113.0,0.0017546062904809923,-0.0023221108460607775,0.012871768276698344,-0.007362539831915134
114.0,-0.005902685898053917,0.005960282545502734,-0.0061087544883186885,-0.01201769585023217
115.0,-0.0018911939066734561,-0.013962992811126231,0.018215439891342035,-0.012334659043734073
116.0,-0.013467361465539882,-0.004697995218011897,-0.012174355847978163,-0.010415568578387806
117.0,0.01144613793760571,0.0020161297151839812,-0.006517777164173494,0.002298455301360713
118.0,-0.01657566957481557,0.0066912260357266514,0.0022452807527486678,-0.012010075650283282
119.0,-0.025917970903662067,-0.014441896680916921,-0.008257459824463043,-0.015041397908676674
120.0,0.04904773502640121,-1.960237527853792e-15,0.027574903861144806,-0.0556540964434454
121.0,-0.004154346001269231,-0.019816159187460915,0.0401791641239821,-0.00031176929324932255
122.0,-0.012312143852305339,0.00790517950711388,-0.0028858198114482883,-0.033740279560892365
123.0,-0.010656838352946741,-0.03306373914326724,0.007485879034759523,-0.030719250828947248
124.0,-0.00894657507115881,-0.0074587452876758754,-0.0037039444606580887,0.010553402057548284
125.0,0.008494685195485309,-0.021986829111019787,-0.008997490004608125,0.0035806420990249378
126.0,0.013404940488969428,0.014831163515609001,0.0019992912402688385,-0.003350306960378178
127.0,0.022801264939482684,0.0028684135837897997,-0.014667968066182873,0.013594092097163666
128.0,0.014221472605617971,0.036904556935450555,0.023583712959788526,0.0084677795003377
129.0,0.009532028667520977,-0.05024049074707829,-0.03443016276239033,-0.008013484785056138
130.0,0.024271286355986844,-0.020158278340931694,0.01384945506237407,-0.0014934582821941097
131.0,0.0013049411662561603,-0.03274045960844768,-0.008050045108305487,-0.006192373859681011
132.0,0.011082405339039696,0.02456197536044216,0.004523856264565428,0.008723445723947065
133.0,0.0035112395624982908,-0.03378571485102501,-0.041880097560392696,-0.04826852166415282
134.0,-0.009390842577606189,-0.014780510228900756,0.009842265095048769,-0.01867544836670859
135.0,0.01335540000921949,0.009748566187685957,0.03092515767698318,0.006011419035702632
136.0,-0.019388422389141645,-0.022565462531711777,0.014239975335079686,-0.02292543702097626
137.0,0.013201511858538458,-0.02634112284979626,-0.04915823499816086,-0.015413879060975494
138.0,0.0010533092436198666,-0.0020395683186886773,0.01507633886407763,0.02850884577737904
139.0,0.007458372762940367,0.02639419865985058,0.007055876973351923,0.00257078480997626
140.0,-0.022069213568610174,-0.05413350569677343,0.0573573858187167,-0.011445445621129525
141.0,0.031774662369202275,0.004189365155277441,-0.008049345435385744,0.016429189583623924
142.0,0.015969313928236573,0.038947328732881224,0.00977027390967189,0.0014489256338302502
143.0,0.02304352522247514,-0.028550063099922127,0.022473550578493505,-0.0002758240260217473
144.0,0.011872185174894266,0.009061017512436905,0.013541209430760991,0.010291686036548163
145.0,0.014967741472143645,-0.05911387345273506,-0.007446231093901376,0.0044270462223578826
146.0,-0.008921148080247037,0.03546622515206259,-0.007502093677162482,0.09663756582088986
147.0,0.03976783565763101,-0.13653457825606996,0.02443275867459898,-0.05315245388114698
148.0,0.006554671545476872,-0.03128309838066345,-0.018085855884372375,-0.01382404823533552
149.0,-0.030642039358480262,0.018204684793873327,-0.0015220239765083568,-0.015959907856865678
150.0,0.001602650057226264,-0.11839268025247572,0.02104071592691489,-0.0012073245815595077
151.0,-0.0020304575503805014,-0.0009060085455080049,0.026666677113772796,0.01841991102649607
152.0,0.04548376879867826,-0.017931113540935732,0.04681041784399013,0.01925081473302928
153.0,0.006825269708705506,-0.009553317950621587,0.01671103092112579,0.0005815268473906253
154.0,0.00010151768954621762,0.005630645506830333,-0.0046992054127141065,-0.0148372605405311
155.0,0.0024333379136437915,-0.016987951003809364,0.029997933406870243,-9.185360805297194e-16
156.0,0.006258853462040367,-0.0053655969741393805,0.008099353452426244,0.006404413473266901
158.0,-0.0007920792493340345,0.0123359032808108,0.021407702735355964,0.004176910249624556
159.0,-0.02965488451181322,-0.14301883945841326,0.024741041717148134,-0.004731046273410852
160.0,0.016092650309464825,-0.008337241437829206,0.028690893834132494,0.029970697470546166
161.0,-0.029652180095096514,-0.031178718248451268,-0.06655158255545274,-0.05113287389678909
162.0,-0.05287855992460378,-0.044480844596687996,-0.05204021676272072,-0.06135222494694348
163.0,0.05401556971167725,0.00733092253505062,0.014887006327354667,0.04409400839067121
164.0,0.020653019135071587,-0.037893572945218855,0.008317386400344632,-0.004682947904381634
165.0,-0.03344105013951461,-0.02655641736143202,-0.054052472638577105,-0.00670970259186957
166.0,0.03556387125512117,0.05644994763957642,0.020689054312145783,0.030912884982159064
167.0,-0.03535462245754072,-0.04448218776289392,-0.017555483397074096,0.006007151535370895
168.0,-0.055381564665901925,-0.08924046430564259,-0.041057137720053816,-0.07391123274882312
169.0,0.034664197541029354,0.03088757784803015,0.03573544350930126,0.0302361692461605
170.0,-0.018541007580779246,-0.03459758838900941,-0.020427401173086928,-0.018881518800176456
171.0,0.012327145718241447,0.03645047014942585,-0.009503858649532603,0.040096487331026914
172.0,0.07990216127852819,0.07841349411824561,0.024072748248796683,-0.07806673737130564
173.0,-0.011876979776233903,-0.015982894679410345,0.05158421251874152,0.01022623097907236
174.0,-0.012629619755484729,-0.020025260772825956,-0.007432175529275439,-0.01749596909165969
175.0,0.030836360552836086,0.03624089985201705,0.02845763813639319,0.001666319902328829
176.0,-0.004248388546645323,0.025009752326465885,-0.015407320004013656,-0.000485723216710626
177.0,0.0009896091851665841,-0.02330005794522195,-0.0033670965244655088,-0.0030585315098153984
178.0,-0.028493099285920667,-0.037950594233261185,0.0027266182788303257,-0.011623966746641772
179.0,0.027503490100755826,-0.011176490370439912,0.05691812870042602,0.028468214235418086
180.0,-0.024860943588920516,-0.04242794075586502,0.011433854065591048,-0.004597078321262909
181.0,-0.012357814418439372,-0.02307276101558092,-0.01573015322632048,-0.028884385601820554
182.0,0.007167755447193733,0.041281658973303215,-0.011718685082075648,-0.01110410726117616
183.0,0.005088551586499115,0.018215439891338142,-0.0031825908491620956,0.019352012747181246
184.0,0.019800636852300785,0.0036036075032998462,0.021112319202105274,0.02406913486635477
185.0,-0.0032896406080614904,-0.058513542361035245,0.018997853909997017,0.0031476692199252747
186.0,0.0363747763043427,-0.0038211739273241153,-0.026780387631766794,-0.008369972025216763
187.0,-0.030004694049387423,0.004583659667658344,-0.007741316989412345,0.01734779196758019
188.0,0.007807521006311954,-0.027039113471494604,0.0035725260003290817,-0.021974392769542585
189.0,0.014173542583879647,-0.03749940766607879,-0.0036747859452012617,0.010807939165075463
190.0,0.026341257680854907,0.016929062100446795,0.028927636906179374,-1.2611439670351388e-15
191.0,0.0018889314267815267,0.03302186830494498,-0.0025864227300769716,0.0028033247991733675
192.0,0.0010373934065646762,-0.04104759356724818,0.026732465035292887,-0.006919968691711341
193.0,0.03227582394611908,0.022311682509777442,0.013724903028768809,0.01947229281265981
194.0,0.011884921024292252,-0.041840374726860995,0.012217013122211729,0.019695532674010117
195.0,-0.04039745141429993,-0.07446325933001142,-0.021490798443519633,-0.00039674668245109424
196.0,0.007018229340467365,0.1557061819228992,-0.053391610782264065,-0.014254554291884722
197.0,-0.04024324247215459,-0.07143090601438087,-0.02130696631292776,-0.05679542024358562
198.0,0.035476210030271856,0.021731237462108928,-0.06656582094184518,-0.08665640201163696
199.0,-0.05280834524894861,-0.10571443532175674,-0.04381258070183474,-0.034425044775390254
200.0,0.02391174289326157,-0.19586417289254504,0.04386817795534798,-0.07573073311561823
201.0,0.04331478617591164,-0.07892205847630748,0.03378108705275197,0.06582368096043932
202.0,0.011295404541566953,-0.06620949515996202,-0.049244446324092105,-0.015745787274843534
203.0,-0.0350326184803615,-0.05171915389311027,-0.04776026163696189,-0.036608028538470616
204.0,0.05876483988822118,-0.01718482475410192,0.059547555723718885,0.053082059564397197
205.0,-0.04982065749215375,-0.06471631471968835,-0.036481318230266194,-0.03514909756338528
206.0,-0.009038758458934548,0.011315537992577479,-0.0026657410315447903,0.004597324935893028
207.0,-0.14629986698758268,0.0042105325363453044,-0.0722394253969885,-0.07793224064376274
208.0,0.03295226539460202,0.05185336161025476,0.05950858305041429,0.01787038263771117
209.0,0.03424266798593696,0.09591564646827812,0.02404272907765711,0.04689216814600412
210.0,0.009584086411853144,0.07774875287437909,0.033035101215191626,0.03468846453231384
211.0,0.022673523467119934,0.020045214601229898,0.002449480710338743,0.020943600539307963
212.0,-0.0004961055814396327,0.00878161516038458,0.003053437486889455,0.0771850303855812
213.0,0.022763934299755057,0.10765296794720444,0.02100836938089442,0.0010446203009329882
214.0,0.013777374822245456,-0.03902446155810274,0.001789636856080655,-0.002912732183654565
215.0,0.02718430726371114,-0.008196767204178557,0.041861765864255926,0.032017454268266514
216.0,0.0005585552183952772,0.0020554991820965693,-0.0003637970052831575,0.008942152323776927
217.0,0.01349622999907554,0.08830417546237274,-0.03803626051239115,-0.0007900312832366321
218.0,-0.00857582829745352,-0.06564698798076808,-0.021393524932384615,-0.030197028569057587
219.0,0.049944913977105994,0.039902991990975314,0.005775434771416455,0.03206337036412032
220.0,-0.03624039965078228,0.001002506349623851,0.03439321308988776,0.00021512315883744082
221.0,-0.0015541439339701022,-0.001002506349626689,0.016554494248797527,0.011619334488165094
222.0,0.014802976568078087,0.0035043840619499384,0.05179874360978125,0.015401689869742195
223.0,-0.00018031013391745995,-0.10511622321634888,0.008819746265674423,0.007370357380432082
224.0,0.024756384524363677,0.037407598481251234,0.009082980699119808,-0.028172856284801644
225.0,0.03372855169430587,0.02325686216426677,-0.010310125288013505,-0.006469506971860126
226.0,0.01477256425860996,0.09178921694334231,-0.015592445587850794,0.00600623878475454
227.0,-0.007316798127269616,-0.034427642504241546,-0.02956728319544464,-0.036036339361483795
228.0,0.0050517914964169,-0.014410187243501635,-0.010797511458165949,-0.007343429506268168
229.0,0.003772165921421931,-0.057688496015096805,0.005645781966162942,-0.01515294164837373
230.0,-0.041076517091329555,0.0010598835120408647,-0.019927628652246628,-0.04088498466231816
231.0,0.054292019239783745,0.054624603816336256,0.038401659155350855,0.04841514072607035
232.0,0.007403785054284529,0.02574399598978476,0.04268214350376162,0.014078969191649901
233.0,0.022369033835687595,0.024621084390348803,0.017244298028491735,0.02908686304038885
234.0,-0.010635826631741918,0.00047675805432184984,-0.006323677296042234,-0.008949251413555931
235.0,0.015752154044767874,0.001904762480654661,0.016396935522925038,0.024844664316540338
236.0,0.020051192769839354,-0.014374948057523537,0.031275817991774174,0.009081052163106736
237.0,-0.02476686309989943,-0.031375122567754474,-0.024068494709175436,0.0484897886978355
238.0,0.01613258653939588,0.04479814289989305,0.01800174202693886,0.010360722287098858
239.0,-0.0205486682273879,-0.04929028921111407,-0.022565059992090394,-0.027463212936030927
240.0,0.015094324836876687,-0.08723878926632606,-0.009665573211112347,-0.07903585761477849
241.0,-0.012362082700006959,-0.04180045704697913,-0.030944259735524747,-0.01712357914080171
