Date,Week,Day,AXP,GE,HD,IBM
2015-01-02,1.0,5.0,-0.0006448146381393994,-0.01071226272279059,-0.01763173311340387,0.004575818026112418
2015-01-05,2.0,1.0,-0.021081005682041163,-0.015329061759113754,-0.012067843289968221,-0.008676437813979237
2015-01-06,2.0,2.0,-0.02430442932445469,-0.01690413370725583,-0.010246395064010353,-0.021556657966183175
2015-01-07,2.0,3.0,-0.004974859632918922,-0.006212486329966211,0.02041775897962121,-0.015176547174611527
2015-01-08,2.0,4.0,0.0010930157389409752,0.002053810539148672,0.012734219148126712,0.013792445419622136
2015-01-09,2.0,5.0,-0.011872185174897439,-0.019770001401003875,-0.015983694895123288,0.007262790985445478
2015-01-12,3.0,1.0,-0.010887786702210824,-0.0033319481054778534,-0.00706244584669008,-0.016359505046766358
2015-01-13,3.0,2.0,-0.012917774283015632,-0.016213200713721947,-0.01615791164338918,-0.0015926106248881399
2015-01-14,3.0,3.0,0.0010339480500640747,0.0067453881395312665,0.0038087843300179734,0.005665372778847343
2015-01-15,3.0,4.0,-0.022771601770877635,-0.012218395104816666,-0.021449331206369774,-0.013234164628978322
2015-01-16,3.0,5.0,0.005013126208598801,0.00509771707166903,0.03260415687391182,0.01907756095900825
2015-01-20,4.0,2.0,0.008747753757629298,1.7889335846010823e-16,-0.012415346423138346,0.002485423323220232
2015-01-21,4.0,3.0,-0.0006854792910933014,0.010029336052998427,0.005130450244744763,-0.005965470508157892
2015-01-22,4.0,4.0,0.0025940810784201764,-6.587289826656796e-05,0.016249704255911653,0.0219817656218995
2015-01-23,4.0,5.0,-0.0035621030303296672,0.0020445723744757166,-0.007609991113122348,0.006436271172876958
2015-01-26,5.0,1.0,-0.005625725532070923,-0.0048681637724182275,0.007645513668723979,-0.012078209256293108
2015-01-27,5.0,2.0,-8.836247705756861e-16,-0.001229760351742933,0.006007169435216191,-0.0077801222317437305
2015-01-28,5.0,3.0,-0.011430085529928764,-0.024835713589254908,-0.008365067789420689,-0.015509259600780593
2015-01-29,5.0,4.0,-0.0012190663462679258,0.010012625410927933,0.02730866500812613,0.02556684502859903
2015-01-30,5.0,5.0,-0.014149728541239491,0.0004186728133175773,-0.017926216268151305,-0.005659840109609023
2015-02-02,6.0,1.0,0.01366568437319424,0.0089221465400545,-0.0018180953288030053,0.008314435685881354
2015-02-03,6.0,2.0,0.014247738687550405,0.007791714630043971,0.02101967204399309,0.022428338616340835
2015-02-04,6.0,3.0,0.0016756437194193165,-0.010091734292784992,0.01094529060615413,-0.00044593088810266994
2015-02-05,6.0,4.0,0.0050884672837595585,0.009023851225566471,-0.002840520533629401,0.0023467489284638736
2015-02-06,6.0,5.0,-0.000235238768433071,3.406563225949455e-16,-0.002290322104189341,-0.0036304616162658905
2015-02-09,7.0,1.0,0.003064955835619599,0.006108754488319627,-0.003961860804828278,6.422401338154647e-05
2015-02-10,7.0,2.0,0.0023326346009601684,-0.0028288562004784874,0.016586546298722752,0.011238570303922632
2015-02-11,7.0,3.0,0.0018621979310649963,0.00202142781587619,-0.0028068287701782362,0.002405673482295833
2015-02-12,7.0,4.0,0.0053565995412158665,0.0032193186757907177,0.007968169649176569,0.00037871615677026525
2015-02-13,7.0,5.0,-0.015626310468271173,0.005984458315239339,-0.0011612846898892161,0.01059205791294747
2015-02-17,8.0,2.0,0.024069783185967857,0.0015917233762543618,0.006181984477643492,0.006552081097950014
2015-02-18,8.0,3.0,0.013375593733262874,0.00039611804835591475,0.0037563768344764294,0.002098507127344894
2015-02-19,8.0,4.0,-0.016083966363409214,-0.0015980826413466427,-0.008886553701229167,0.012955696518927173
2015-02-20,8.0,5.0,0.020499262675839434,0.012980711472719852,0.014087899558200875,0.0008557457734935272
