Date,Week,Day,AXP,GE,HD,IBM
2015-01-02,1.0,5.0,-0.0006448146381393994,-0.01071226272279059,-0.01763173311340387,0.004575818026112418
2015-01-05,2.0,1.0,-0.026470692114753634,-0.018925469231884123,-0.020806611398015637,-0.01604512033972576
2015-01-06,2.0,2.0,-0.022099113621985193,-0.022611446386546694,-0.003262645634815895,-0.022058319731265943
2015-01-07,2.0,3.0,0.018117247947198364,0.0008312552432097409,0.03330719801776766,-0.006752220117286559
2015-01-08,2.0,4.0,0.01441406921908681,0.012386615842134338,0.021697757754831525,0.021953657700329032
2015-01-09,2.0,5.0,-0.012199964473106631,-0.013633757970108224,-0.017015251229856993,0.0053040502713658155
2015-01-12,3.0,1.0,-0.010114006748719226,-0.0029160612207144968,-0.004586725671493855,-0.018009087134033975
2015-01-13,3.0,2.0,-0.0033568343035518117,-0.004599631776522587,-0.00634129719121109,0.002745237463222085
2015-01-14,3.0,3.0,-0.02416316299547085,-0.0025178359923412677,-0.011243697011185596,-0.006909374298172377
2015-01-15,3.0,4.0,-0.018074875111957087,-0.008862687257844351,-0.015520940258528862,-0.007345393851175829
2015-01-16,3.0,5.0,0.0053638188301134235,0.0004238186119811284,0.030324558285270982,0.01629285560089818
2015-01-20,4.0,2.0,0.01466115727265787,0.010537505302786099,-0.008294000674860358,-0.0003818251287324467
2015-01-21,4.0,3.0,0.002746625668105243,0.008350779217419542,0.002997633149285176,-0.03247374607522849
2015-01-22,4.0,4.0,-0.03040147719237092,0.009863873564044374,0.02404007787039142,0.021916012917795876
2015-01-23,4.0,5.0,-0.009587531023992065,0.007857587528310277,-0.006714925690040249,0.002633862698886312
2015-01-26,5.0,1.0,-0.009081195160387502,0.004483398583975112,0.009162676865106169,0.003138714423794424
2015-01-27,5.0,2.0,-0.010983153071392719,-0.008576732174975423,-0.01096730289506345,-0.01754883744705054
2015-01-28,5.0,3.0,-0.0076750087415399315,-0.021559707383353964,-0.004096219111671948,-0.013168860664855411
2015-01-29,5.0,4.0,0.002564886902305602,0.009174050938306906,0.027213204170862024,0.02513807805687588
2015-01-30,5.0,5.0,-0.015736739800287183,-0.007917506270358074,-0.02979385076435194,-0.014315106647174593
