Date,Week,Day,AXP,GE,HD,IBM
2015-01-02,1.0,5.0,0.0,0.0,0.0,0.0
2015-01-05,2.0,1.0,-0.0053896864327124695,-0.00359640747277037,-0.008738768108047416,-0.007368682525746524
2015-01-06,2.0,2.0,0.0022053157024695,-0.005707312679290867,0.006983749429194458,-0.0005016617650827671
2015-01-07,2.0,3.0,0.023092107580117285,0.007043741573175952,0.012889439038146445,0.008424327057324968
2015-01-08,2.0,4.0,0.013321053480145834,0.010332805302985667,0.008963538606704813,0.008161212280706896
2015-01-09,2.0,5.0,-0.00032777929820919214,0.00613624343089565,-0.001031556334733707,-0.001958740714079662
2015-01-12,3.0,1.0,0.0007737799534915989,0.00041588688476335657,0.002475720175196225,-0.001649582087267616
2015-01-13,3.0,2.0,0.00956093997946382,0.01161356893719936,0.00981661445217809,0.004337848088110225
2015-01-14,3.0,3.0,-0.025197111045534924,-0.009263224131872534,-0.01505248134120357,-0.01257474707701972
2015-01-15,3.0,4.0,0.004696726658920547,0.003355707846972315,0.005928390947840913,0.005888770777802493
2015-01-16,3.0,5.0,0.0003506926215146224,-0.004673898459687902,-0.0022795985886408373,-0.002784705358110072
2015-01-20,4.0,2.0,0.005913403515028572,0.01053750530278592,0.0041213457482779875,-0.0028672484519526786
2015-01-21,4.0,3.0,0.0034321049591985444,-0.0016785568355788844,-0.0021328170954595864,-0.026508275567070593
2015-01-22,4.0,4.0,-0.0329955582707911,0.009929746462310943,0.007790373614479766,-6.575270410362561e-05
2015-01-23,4.0,5.0,-0.006025427993662397,0.005813015153834561,0.0008950654230820991,-0.003802408473990646
2015-01-26,5.0,1.0,-0.0034554696283165803,0.00935156235639334,0.0015171631963821906,0.015216923680087532
2015-01-27,5.0,2.0,-0.010983153071391836,-0.007346971823232491,-0.01697447233027964,-0.009768715215306811
2015-01-28,5.0,3.0,0.003755076788388832,0.003276006205900945,0.004268848677748741,0.002340398935925181
2015-01-29,5.0,4.0,0.0037839532485735277,-0.0008385744726210274,-9.546083726410859e-05,-0.0004287669717231491
2015-01-30,5.0,5.0,-0.001587011259047691,-0.00833617908367565,-0.011867634496200633,-0.00865526653756557
2015-02-02,6.0,1.0,0.004142584834179648,0.004177115513885019,0.0010521785848030785,0.0001957010998123507
2015-02-03,6.0,2.0,0.005220675974666918,0.003505519622423462,0.005444399522134723,0.0010344605564628147
2015-02-04,6.0,3.0,-0.003408176936495666,-0.003273325344969249,9.327053124323252e-05,-0.007929752593617076
2015-02-05,6.0,4.0,0.007980508080971909,0.004749621732139929,0.008176810683036367,0.003434899376209555
2015-02-06,6.0,5.0,0.0036524341045501784,0.0016319873063216285,0.0027490166675276447,-0.003553979751449546
2015-02-09,7.0,1.0,-0.0036532949712588456,-0.0020404006262726283,-0.002571403749496902,-0.0065296947963327835
2015-02-10,7.0,2.0,0.007971906227853372,0.006071664068549994,0.004605331893814326,0.005763335625009277
2015-02-11,7.0,3.0,0.0,0.0,-0.00036159826826841294,-0.0038589325129038104
2015-02-12,7.0,4.0,-0.07157094268908015,0.0020173498873142536,0.00866666072829394,0.0015795296286675586
2015-02-13,7.0,5.0,-0.014516585791730825,0.004009628467360337,-0.0011599376718782776,0.0015764419823714106
2015-02-17,8.0,2.0,-0.011979276376128545,-0.0011940299926078007,-0.005467188164149794,-0.004185805630548948
2015-02-18,8.0,3.0,-0.004183310911483018,0.0035721411272642183,-0.003220614700042172,0.0066330094724386
2015-02-19,8.0,4.0,-0.0015052687237625025,-0.007952328190495035,-0.0010718114638066112,-0.002345680087881393
2015-02-20,8.0,5.0,-0.0021582420627202967,-0.005412461844871259,-0.002256624146686578,-0.0023820441863449796
2015-02-23,9.0,1.0,-0.0005011275474454813,0.0011897681355887508,0.004711329217747302,0.0034156788316769475
2015-02-24,9.0,2.0,-0.00012452524765493435,-0.00258629409058497,0.04684003832277648,-0.0015973462879084036
2015-02-25,9.0,3.0,0.0038259843030209947,0.0019673427553344195,0.004951350392122847,0.000667050750909766
2015-02-26,9.0,4.0,0.010169579169628792,0.00038587691005540105,-0.0022388711668399415,0.004535989143088156
2015-02-27,9.0,5.0,-0.00012011290627623074,-0.003093583286995529,-0.0018212571705225077,0.0017390228592302516
2015-03-02,10.0,1.0,0.0008575804507207715,-0.004627852455461048,0.0014793545751521807,-0.0009265837522436957
2015-03-03,10.0,2.0,-0.013749295899467063,-0.004221844689555452,-0.001984042056917052,-0.0031193487143965394
2015-03-04,10.0,3.0,-0.0057545307252980585,-0.004262746233966266,-0.004577852952614292,-0.005105546237576023
2015-03-05,10.0,4.0,0.0008676790132225019,-0.0015600627189021163,0.006340404269271369,0.0026929717229795306
2015-03-06,10.0,5.0,-0.00695466832202248,-0.004077279699516322,-0.011105441222114659,-0.0070381156896316514
2015-03-09,11.0,1.0,-0.0021193051627367834,0.003926192715281115,0.0,0.0001893043072382332
2015-03-10,11.0,2.0,-0.008856790883673133,-0.006254907023109864,-0.012836922554256613,-0.0069295155081848464
2015-03-11,11.0,3.0,0.0018933423137809581,0.0027739268827252244,-0.002132007558933176,0.002715419558695134
2015-03-12,11.0,4.0,0.0076475016980895125,0.0015854145215402392,0.008276152187107389,-0.003962426095793823
2015-03-13,11.0,5.0,0.0011028737102198192,-0.004341826437930396,-0.0008617718561596543,-0.002599132972915862
2015-03-16,12.0,1.0,0.004210011171190702,0.0015961695328221347,0.0032600928658916483,0.004977224973887901
2015-03-17,12.0,2.0,-0.00430372628621678,-0.0066995324473867884,-0.008970217126153483,-0.002680453452479836
2015-03-18,12.0,3.0,-0.0066856755159103495,-0.005542373649064955,-0.001991946269869251,-0.002616549563906337
2015-03-19,12.0,4.0,0.0014648440119345806,-0.006652343061103727,0.0016357457050034693,-0.0010648627646593104
2015-03-20,12.0,5.0,0.0020824408823984547,0.0,0.003986140460054334,0.006857882238966653
2015-03-23,13.0,1.0,0.00012091167416925114,0.0027521149668746476,-0.005119465106190864,0.000491833637519333
2015-03-24,13.0,2.0,-0.003045996872295565,-0.0035398267051240623,0.0008611039884542149,-0.0021881846805527827
2015-03-25,13.0,3.0,0.0006139866343801551,-0.0027717301451003085,-0.0013783599701212709,-0.00024536866765233423
2015-03-26,13.0,4.0,-0.005335976833916584,-0.003619549497627899,-0.0002639102720397578,0.003322574601623074
2015-03-27,13.0,5.0,-0.003317175789901657,0.003219318675791084,-0.004012309782875854,-0.0009967606108092046
